etuus;vuosi;kuukausi;paiva;alue;saajat_kaikki
Sairauspäiväraha;2020;10;2020-10-01;Satakunta;2171
Sairauspäiväraha;2020;10;2020-10-01;Uusimaa;11964
Sairauspäiväraha;2020;10;2020-10-01;Varsinais-Suomi;4526
Sairauspäiväraha;2020;11;2020-11-01;Etelä-Karjala;1318
Sairauspäiväraha;2020;11;2020-11-01;Etelä-Pohjanmaa;2271
Sairauspäiväraha;2020;11;2020-11-01;Etelä-Savo;1216
Sairauspäiväraha;2020;11;2020-11-01;Kainuu;856
Sairauspäiväraha;2020;11;2020-11-01;Kanta-Häme;1676
Sairauspäiväraha;2020;11;2020-11-01;Keski-Pohjanmaa;759
Sairauspäiväraha;2020;11;2020-11-01;Keski-Suomi;2397
Sairauspäiväraha;2020;11;2020-11-01;Kymenlaakso;1842
Sairauspäiväraha;2020;11;2020-11-01;Lappi;1915
Sairauspäiväraha;2020;11;2020-11-01;Pirkanmaa;5485
Sairauspäiväraha;2020;11;2020-11-01;Pohjanmaa;1613
Sairauspäiväraha;2020;11;2020-11-01;Pohjois-Karjala;1503
Sairauspäiväraha;2020;11;2020-11-01;Pohjois-Pohjanmaa;4563
Sairauspäiväraha;2020;11;2020-11-01;Pohjois-Savo;2532
Sairauspäiväraha;2020;11;2020-11-01;Päijät-Häme;2003
Sairauspäiväraha;2020;11;2020-11-01;Satakunta;2223
Sairauspäiväraha;2020;11;2020-11-01;Uusimaa;12889
Sairauspäiväraha;2020;11;2020-11-01;Varsinais-Suomi;4608
Sairauspäiväraha;2020;12;2020-12-01;Etelä-Karjala;1343
Sairauspäiväraha;2020;12;2020-12-01;Etelä-Pohjanmaa;2115
Sairauspäiväraha;2020;12;2020-12-01;Etelä-Savo;1487
Sairauspäiväraha;2020;12;2020-12-01;Kainuu;1028
Sairauspäiväraha;2020;12;2020-12-01;Kanta-Häme;1752
Sairauspäiväraha;2020;12;2020-12-01;Keski-Pohjanmaa;915
Sairauspäiväraha;2020;12;2020-12-01;Keski-Suomi;2778
Sairauspäiväraha;2020;12;2020-12-01;Kymenlaakso;2003
Sairauspäiväraha;2020;12;2020-12-01;Lappi;2297
Sairauspäiväraha;2020;12;2020-12-01;Pirkanmaa;5500
Sairauspäiväraha;2020;12;2020-12-01;Pohjanmaa;1643
Sairauspäiväraha;2020;12;2020-12-01;Pohjois-Karjala;1656
Sairauspäiväraha;2020;12;2020-12-01;Pohjois-Pohjanmaa;5424
Sairauspäiväraha;2020;12;2020-12-01;Pohjois-Savo;3091
Sairauspäiväraha;2020;12;2020-12-01;Päijät-Häme;2229
Sairauspäiväraha;2020;12;2020-12-01;Satakunta;2244
Sairauspäiväraha;2020;12;2020-12-01;Uusimaa;13716
Sairauspäiväraha;2020;12;2020-12-01;Varsinais-Suomi;4847
Sairauspäiväraha;2021;1;2021-01-01;Etelä-Karjala;1227
Sairauspäiväraha;2021;1;2021-01-01;Etelä-Pohjanmaa;2095
Sairauspäiväraha;2021;1;2021-01-01;Etelä-Savo;1290
Sairauspäiväraha;2021;1;2021-01-01;Kainuu;787
Sairauspäiväraha;2021;1;2021-01-01;Kanta-Häme;1749
Sairauspäiväraha;2021;1;2021-01-01;Keski-Pohjanmaa;727
Sairauspäiväraha;2021;1;2021-01-01;Keski-Suomi;2462
Sairauspäiväraha;2021;1;2021-01-01;Kymenlaakso;1746
Sairauspäiväraha;2021;1;2021-01-01;Lappi;1822
Sairauspäiväraha;2021;1;2021-01-01;Pirkanmaa;5251
Sairauspäiväraha;2021;1;2021-01-01;Pohjanmaa;1654
Sairauspäiväraha;2021;1;2021-01-01;Pohjois-Karjala;1446
Sairauspäiväraha;2021;1;2021-01-01;Pohjois-Pohjanmaa;4486
Sairauspäiväraha;2021;1;2021-01-01;Pohjois-Savo;2731
Sairauspäiväraha;2021;1;2021-01-01;Päijät-Häme;1988
Sairauspäiväraha;2021;1;2021-01-01;Satakunta;2235
Sairauspäiväraha;2021;1;2021-01-01;Uusimaa;12563
Sairauspäiväraha;2021;1;2021-01-01;Varsinais-Suomi;5042
Sairauspäiväraha;2021;2;2021-02-01;Etelä-Karjala;1103
Sairauspäiväraha;2021;2;2021-02-01;Etelä-Pohjanmaa;1915
Sairauspäiväraha;2021;2;2021-02-01;Etelä-Savo;1140
Sairauspäiväraha;2021;2;2021-02-01;Kainuu;749
Sairauspäiväraha;2021;2;2021-02-01;Kanta-Häme;1688
Sairauspäiväraha;2021;2;2021-02-01;Keski-Pohjanmaa;730
Sairauspäiväraha;2021;2;2021-02-01;Keski-Suomi;2133
Sairauspäiväraha;2021;2;2021-02-01;Kymenlaakso;1712
Sairauspäiväraha;2021;2;2021-02-01;Lappi;1917
Sairauspäiväraha;2021;2;2021-02-01;Pirkanmaa;4877
Sairauspäiväraha;2021;2;2021-02-01;Pohjanmaa;1425
Sairauspäiväraha;2021;2;2021-02-01;Pohjois-Karjala;1384
Sairauspäiväraha;2021;2;2021-02-01;Pohjois-Pohjanmaa;4462
Sairauspäiväraha;2021;2;2021-02-01;Pohjois-Savo;2356
Sairauspäiväraha;2021;2;2021-02-01;Päijät-Häme;1804
Sairauspäiväraha;2021;2;2021-02-01;Satakunta;1948
Sairauspäiväraha;2021;2;2021-02-01;Uusimaa;11838
Sairauspäiväraha;2021;2;2021-02-01;Varsinais-Suomi;4098
Sairauspäiväraha;2021;3;2021-03-01;Etelä-Karjala;1266
Sairauspäiväraha;2021;3;2021-03-01;Etelä-Pohjanmaa;2054
Sairauspäiväraha;2021;3;2021-03-01;Etelä-Savo;1415
Sairauspäiväraha;2021;3;2021-03-01;Kainuu;857
Sairauspäiväraha;2021;3;2021-03-01;Kanta-Häme;1759
Sairauspäiväraha;2021;3;2021-03-01;Keski-Pohjanmaa;754
Sairauspäiväraha;2021;3;2021-03-01;Keski-Suomi;2700
Sairauspäiväraha;2021;3;2021-03-01;Kymenlaakso;1851
Sairauspäiväraha;2021;3;2021-03-01;Lappi;2048
Sairauspäiväraha;2021;3;2021-03-01;Pirkanmaa;5452
Sairauspäiväraha;2021;3;2021-03-01;Pohjanmaa;1680
Sairauspäiväraha;2021;3;2021-03-01;Pohjois-Karjala;1608
Sairauspäiväraha;2021;3;2021-03-01;Pohjois-Pohjanmaa;4627
Sairauspäiväraha;2021;3;2021-03-01;Pohjois-Savo;2981
Sairauspäiväraha;2021;3;2021-03-01;Päijät-Häme;1967
Sairauspäiväraha;2021;3;2021-03-01;Satakunta;2025
Sairauspäiväraha;2021;3;2021-03-01;Uusimaa;13298
Sairauspäiväraha;2021;3;2021-03-01;Varsinais-Suomi;4526
Sairauspäiväraha;2021;4;2021-04-01;Etelä-Karjala;1165
Sairauspäiväraha;2021;4;2021-04-01;Etelä-Pohjanmaa;1953
Sairauspäiväraha;2021;4;2021-04-01;Etelä-Savo;1178
Sairauspäiväraha;2021;4;2021-04-01;Kainuu;752
Sairauspäiväraha;2021;4;2021-04-01;Kanta-Häme;1665
Sairauspäiväraha;2021;4;2021-04-01;Keski-Pohjanmaa;755
Sairauspäiväraha;2021;4;2021-04-01;Keski-Suomi;2464
Sairauspäiväraha;2021;4;2021-04-01;Kymenlaakso;1877
Sairauspäiväraha;2021;4;2021-04-01;Lappi;1953
Sairauspäiväraha;2021;4;2021-04-01;Pirkanmaa;5021
Sairauspäiväraha;2021;4;2021-04-01;Pohjanmaa;1505
Sairauspäiväraha;2021;4;2021-04-01;Pohjois-Karjala;1450
Sairauspäiväraha;2021;4;2021-04-01;Pohjois-Pohjanmaa;4342
Sairauspäiväraha;2021;4;2021-04-01;Pohjois-Savo;2638
Sairauspäiväraha;2021;4;2021-04-01;Päijät-Häme;1888
Sairauspäiväraha;2021;4;2021-04-01;Satakunta;1928
Sairauspäiväraha;2021;4;2021-04-01;Uusimaa;12493
Sairauspäiväraha;2021;4;2021-04-01;Varsinais-Suomi;4105
Sairauspäiväraha;2021;5;2021-05-01;Etelä-Karjala;1220
Sairauspäiväraha;2021;5;2021-05-01;Etelä-Pohjanmaa;2297
Sairauspäiväraha;2021;5;2021-05-01;Etelä-Savo;1469
Sairauspäiväraha;2021;5;2021-05-01;Kainuu;820
Sairauspäiväraha;2021;5;2021-05-01;Kanta-Häme;1891
Sairauspäiväraha;2021;5;2021-05-01;Keski-Pohjanmaa;828
Sairauspäiväraha;2021;5;2021-05-01;Keski-Suomi;2860
Sairauspäiväraha;2021;5;2021-05-01;Kymenlaakso;1848
Sairauspäiväraha;2021;5;2021-05-01;Lappi;2116
Sairauspäiväraha;2021;5;2021-05-01;Pirkanmaa;5700
Sairauspäiväraha;2021;5;2021-05-01;Pohjanmaa;1620
Sairauspäiväraha;2021;5;2021-05-01;Pohjois-Karjala;1541
Sairauspäiväraha;2021;5;2021-05-01;Pohjois-Pohjanmaa;4731
Sairauspäiväraha;2021;5;2021-05-01;Pohjois-Savo;2966
Sairauspäiväraha;2021;5;2021-05-01;Päijät-Häme;2100
Sairauspäiväraha;2021;5;2021-05-01;Satakunta;2395
Sairauspäiväraha;2021;5;2021-05-01;Uusimaa;13317
Sairauspäiväraha;2021;5;2021-05-01;Varsinais-Suomi;5213
Sairauspäiväraha;2021;6;2021-06-01;Etelä-Karjala;1113
Sairauspäiväraha;2021;6;2021-06-01;Etelä-Pohjanmaa;2277
Sairauspäiväraha;2021;6;2021-06-01;Etelä-Savo;1429
Sairauspäiväraha;2021;6;2021-06-01;Kainuu;909
Sairauspäiväraha;2021;6;2021-06-01;Kanta-Häme;1874
Sairauspäiväraha;2021;6;2021-06-01;Keski-Pohjanmaa;802
Sairauspäiväraha;2021;6;2021-06-01;Keski-Suomi;2877
Sairauspäiväraha;2021;6;2021-06-01;Kymenlaakso;1773
Sairauspäiväraha;2021;6;2021-06-01;Lappi;2191
Sairauspäiväraha;2021;6;2021-06-01;Pirkanmaa;5833
Sairauspäiväraha;2021;6;2021-06-01;Pohjanmaa;1681
Sairauspäiväraha;2021;6;2021-06-01;Pohjois-Karjala;1641
Sairauspäiväraha;2021;6;2021-06-01;Pohjois-Pohjanmaa;5023
Sairauspäiväraha;2021;6;2021-06-01;Pohjois-Savo;3009
Sairauspäiväraha;2021;6;2021-06-01;Päijät-Häme;1868
Sairauspäiväraha;2021;6;2021-06-01;Satakunta;2350
Sairauspäiväraha;2021;6;2021-06-01;Uusimaa;12427
Sairauspäiväraha;2021;6;2021-06-01;Varsinais-Suomi;4907
Tartuntatautipäiväraha;2019;1;2019-01-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Kainuu;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Keski-Pohjanmaa;1
Tartuntatautipäiväraha;2019;1;2019-01-01;Keski-Suomi;1
Tartuntatautipäiväraha;2019;1;2019-01-01;Kymenlaakso;1
Tartuntatautipäiväraha;2019;1;2019-01-01;Lappi;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Pohjois-Karjala;1
Tartuntatautipäiväraha;2019;1;2019-01-01;Pohjois-Pohjanmaa;2
Tartuntatautipäiväraha;2019;1;2019-01-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Satakunta;0
Tartuntatautipäiväraha;2019;1;2019-01-01;Uusimaa;7
Tartuntatautipäiväraha;2019;1;2019-01-01;Varsinais-Suomi;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Etelä-Karjala;2
Tartuntatautipäiväraha;2019;2;2019-02-01;Etelä-Pohjanmaa;1
Tartuntatautipäiväraha;2019;2;2019-02-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Kainuu;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Lappi;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Pohjanmaa;2
Tartuntatautipäiväraha;2019;2;2019-02-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Pohjois-Pohjanmaa;2
Tartuntatautipäiväraha;2019;2;2019-02-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;2;2019-02-01;Päijät-Häme;1
Tartuntatautipäiväraha;2019;2;2019-02-01;Satakunta;1
Tartuntatautipäiväraha;2019;2;2019-02-01;Uusimaa;3
Tartuntatautipäiväraha;2019;2;2019-02-01;Varsinais-Suomi;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Kainuu;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Kymenlaakso;1
Tartuntatautipäiväraha;2019;3;2019-03-01;Lappi;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Pohjanmaa;1
Tartuntatautipäiväraha;2019;3;2019-03-01;Pohjois-Karjala;1
Tartuntatautipäiväraha;2019;3;2019-03-01;Pohjois-Pohjanmaa;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Pohjois-Savo;1
Tartuntatautipäiväraha;2019;3;2019-03-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;3;2019-03-01;Satakunta;1
Tartuntatautipäiväraha;2019;3;2019-03-01;Uusimaa;5
Tartuntatautipäiväraha;2019;3;2019-03-01;Varsinais-Suomi;1
Tartuntatautipäiväraha;2019;4;2019-04-01;Etelä-Karjala;1
Tartuntatautipäiväraha;2019;4;2019-04-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Etelä-Savo;1
Tartuntatautipäiväraha;2019;4;2019-04-01;Kainuu;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Keski-Pohjanmaa;1
Tartuntatautipäiväraha;2019;4;2019-04-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Lappi;1
Tartuntatautipäiväraha;2019;4;2019-04-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Pohjois-Pohjanmaa;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;4;2019-04-01;Satakunta;1
Tartuntatautipäiväraha;2019;4;2019-04-01;Uusimaa;9
Tartuntatautipäiväraha;2019;4;2019-04-01;Varsinais-Suomi;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Etelä-Pohjanmaa;2
Tartuntatautipäiväraha;2019;5;2019-05-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Kainuu;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Keski-Pohjanmaa;1
Tartuntatautipäiväraha;2019;5;2019-05-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Kymenlaakso;1
Tartuntatautipäiväraha;2019;5;2019-05-01;Lappi;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Pirkanmaa;1
Tartuntatautipäiväraha;2019;5;2019-05-01;Pohjanmaa;1
Tartuntatautipäiväraha;2019;5;2019-05-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Pohjois-Pohjanmaa;1
Tartuntatautipäiväraha;2019;5;2019-05-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Päijät-Häme;1
Tartuntatautipäiväraha;2019;5;2019-05-01;Satakunta;0
Tartuntatautipäiväraha;2019;5;2019-05-01;Uusimaa;6
Tartuntatautipäiväraha;2019;5;2019-05-01;Varsinais-Suomi;1
Tartuntatautipäiväraha;2019;6;2019-06-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Etelä-Pohjanmaa;4
Tartuntatautipäiväraha;2019;6;2019-06-01;Etelä-Savo;1
Tartuntatautipäiväraha;2019;6;2019-06-01;Kainuu;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Lappi;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Pirkanmaa;1
Tartuntatautipäiväraha;2019;6;2019-06-01;Pohjanmaa;1
Tartuntatautipäiväraha;2019;6;2019-06-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Pohjois-Pohjanmaa;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Pohjois-Savo;2
Tartuntatautipäiväraha;2019;6;2019-06-01;Päijät-Häme;2
Tartuntatautipäiväraha;2019;6;2019-06-01;Satakunta;0
Tartuntatautipäiväraha;2019;6;2019-06-01;Uusimaa;8
Tartuntatautipäiväraha;2019;6;2019-06-01;Varsinais-Suomi;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Kainuu;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Lappi;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Pohjois-Pohjanmaa;1
Tartuntatautipäiväraha;2019;7;2019-07-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Päijät-Häme;1
Tartuntatautipäiväraha;2019;7;2019-07-01;Satakunta;0
Tartuntatautipäiväraha;2019;7;2019-07-01;Uusimaa;6
Tartuntatautipäiväraha;2019;7;2019-07-01;Varsinais-Suomi;1
Tartuntatautipäiväraha;2019;8;2019-08-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Kainuu;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Lappi;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Pirkanmaa;1
Tartuntatautipäiväraha;2019;8;2019-08-01;Pohjanmaa;1
Tartuntatautipäiväraha;2019;8;2019-08-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Pohjois-Pohjanmaa;1
Tartuntatautipäiväraha;2019;8;2019-08-01;Pohjois-Savo;1
Tartuntatautipäiväraha;2019;8;2019-08-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Satakunta;0
Tartuntatautipäiväraha;2019;8;2019-08-01;Uusimaa;6
Tartuntatautipäiväraha;2019;8;2019-08-01;Varsinais-Suomi;1
Tartuntatautipäiväraha;2019;9;2019-09-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Etelä-Pohjanmaa;1
Tartuntatautipäiväraha;2019;9;2019-09-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Kainuu;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Kanta-Häme;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Keski-Suomi;1
Tartuntatautipäiväraha;2019;9;2019-09-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Lappi;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Pohjois-Pohjanmaa;1
Tartuntatautipäiväraha;2019;9;2019-09-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Satakunta;0
Tartuntatautipäiväraha;2019;9;2019-09-01;Uusimaa;6
Tartuntatautipäiväraha;2019;9;2019-09-01;Varsinais-Suomi;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Kainuu;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Kanta-Häme;1
Tartuntatautipäiväraha;2019;10;2019-10-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Lappi;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Pohjois-Pohjanmaa;1
Tartuntatautipäiväraha;2019;10;2019-10-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Päijät-Häme;1
Tartuntatautipäiväraha;2019;10;2019-10-01;Satakunta;0
Tartuntatautipäiväraha;2019;10;2019-10-01;Uusimaa;6
Tartuntatautipäiväraha;2019;10;2019-10-01;Varsinais-Suomi;2
Tartuntatautipäiväraha;2019;11;2019-11-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Etelä-Pohjanmaa;1
Tartuntatautipäiväraha;2019;11;2019-11-01;Etelä-Savo;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Kainuu;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Kanta-Häme;1
Tartuntatautipäiväraha;2019;11;2019-11-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Keski-Suomi;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Lappi;2
Tartuntatautipäiväraha;2019;11;2019-11-01;Pirkanmaa;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Pohjois-Pohjanmaa;2
Tartuntatautipäiväraha;2019;11;2019-11-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Satakunta;0
Tartuntatautipäiväraha;2019;11;2019-11-01;Uusimaa;5
Tartuntatautipäiväraha;2019;11;2019-11-01;Varsinais-Suomi;2
Tartuntatautipäiväraha;2019;12;2019-12-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Etelä-Savo;1
Tartuntatautipäiväraha;2019;12;2019-12-01;Kainuu;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Kanta-Häme;1
Tartuntatautipäiväraha;2019;12;2019-12-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Keski-Suomi;1
Tartuntatautipäiväraha;2019;12;2019-12-01;Kymenlaakso;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Lappi;2
Tartuntatautipäiväraha;2019;12;2019-12-01;Pirkanmaa;2
Tartuntatautipäiväraha;2019;12;2019-12-01;Pohjanmaa;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Pohjois-Pohjanmaa;1
Tartuntatautipäiväraha;2019;12;2019-12-01;Pohjois-Savo;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Päijät-Häme;0
Tartuntatautipäiväraha;2019;12;2019-12-01;Satakunta;1
Tartuntatautipäiväraha;2019;12;2019-12-01;Uusimaa;4
Tartuntatautipäiväraha;2019;12;2019-12-01;Varsinais-Suomi;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Etelä-Karjala;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Etelä-Pohjanmaa;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Etelä-Savo;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Kainuu;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Kanta-Häme;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Keski-Pohjanmaa;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Keski-Suomi;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Kymenlaakso;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Lappi;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Pirkanmaa;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Pohjanmaa;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Pohjois-Karjala;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Pohjois-Pohjanmaa;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Pohjois-Savo;3
Tartuntatautipäiväraha;2020;1;2020-01-01;Päijät-Häme;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Satakunta;0
Tartuntatautipäiväraha;2020;1;2020-01-01;Uusimaa;5
