toimenpideluokka;alue;korvatut_testit_lkm;viikko;vuosi;aikatyyppi;updated;paiva
Nukleiinihappotutkimus;Koko Suomi;12168;9;2021;viikko;2021/03/08 13:03:50;2021-03-01
Nukleiinihappotutkimus;Koko Suomi;5;18;2020;viikko;2021/03/08 13:03:50;2020-05-04
Nukleiinihappotutkimus;Koko Suomi;59;19;2020;viikko;2021/03/08 13:03:50;2020-05-11
Nukleiinihappotutkimus;Koko Suomi;180;20;2020;viikko;2021/03/08 13:03:50;2020-05-18
Nukleiinihappotutkimus;Koko Suomi;179;21;2020;viikko;2021/03/08 13:03:50;2020-05-25
Nukleiinihappotutkimus;Koko Suomi;295;22;2020;viikko;2021/03/08 13:03:50;2020-06-01
Nukleiinihappotutkimus;Koko Suomi;312;23;2020;viikko;2021/03/08 13:03:50;2020-06-08
Nukleiinihappotutkimus;Koko Suomi;233;24;2020;viikko;2021/03/08 13:03:50;2020-06-15
Nukleiinihappotutkimus;Koko Suomi;253;25;2020;viikko;2021/03/08 13:03:50;2020-06-22
Nukleiinihappotutkimus;Koko Suomi;283;26;2020;viikko;2021/03/08 13:03:50;2020-06-29
Nukleiinihappotutkimus;Koko Suomi;221;27;2020;viikko;2021/03/08 13:03:50;2020-07-06
Nukleiinihappotutkimus;Koko Suomi;422;28;2020;viikko;2021/03/08 13:03:50;2020-07-13
Nukleiinihappotutkimus;Koko Suomi;397;29;2020;viikko;2021/03/08 13:03:50;2020-07-20
Nukleiinihappotutkimus;Koko Suomi;524;30;2020;viikko;2021/03/08 13:03:50;2020-07-27
Nukleiinihappotutkimus;Koko Suomi;539;31;2020;viikko;2021/03/08 13:03:50;2020-08-03
Nukleiinihappotutkimus;Koko Suomi;429;32;2020;viikko;2021/03/08 13:03:50;2020-08-10
Nukleiinihappotutkimus;Koko Suomi;1037;33;2020;viikko;2021/03/08 13:03:50;2020-08-17
Nukleiinihappotutkimus;Koko Suomi;1569;34;2020;viikko;2021/03/08 13:03:50;2020-08-24
Nukleiinihappotutkimus;Koko Suomi;2778;35;2020;viikko;2021/03/08 13:03:50;2020-08-31
Nukleiinihappotutkimus;Koko Suomi;3738;36;2020;viikko;2021/03/08 13:03:50;2020-09-07
Nukleiinihappotutkimus;Koko Suomi;3358;37;2020;viikko;2021/03/08 13:03:50;2020-09-14
Nukleiinihappotutkimus;Koko Suomi;4819;38;2020;viikko;2021/03/08 13:03:50;2020-09-21
Nukleiinihappotutkimus;Koko Suomi;4223;39;2020;viikko;2021/03/08 13:03:50;2020-09-28
Nukleiinihappotutkimus;Koko Suomi;2856;40;2020;viikko;2021/03/08 13:03:50;2020-10-05
Nukleiinihappotutkimus;Koko Suomi;6977;41;2020;viikko;2021/03/08 13:03:50;2020-10-12
Nukleiinihappotutkimus;Koko Suomi;2362;42;2020;viikko;2021/03/08 13:03:50;2020-10-19
Nukleiinihappotutkimus;Koko Suomi;2588;43;2020;viikko;2021/03/08 13:03:50;2020-10-26
Nukleiinihappotutkimus;Koko Suomi;2870;44;2020;viikko;2021/03/08 13:03:50;2020-11-02
Nukleiinihappotutkimus;Koko Suomi;3150;45;2020;viikko;2021/03/08 13:03:50;2020-11-09
Nukleiinihappotutkimus;Koko Suomi;1797;46;2020;viikko;2021/03/08 13:03:50;2020-11-16
Nukleiinihappotutkimus;Koko Suomi;2005;47;2020;viikko;2021/03/08 13:03:50;2020-11-23
Nukleiinihappotutkimus;Koko Suomi;1770;48;2020;viikko;2021/03/08 13:03:50;2020-11-30
Nukleiinihappotutkimus;Koko Suomi;3499;49;2020;viikko;2021/03/08 13:03:50;2020-12-07
Nukleiinihappotutkimus;Koko Suomi;1453;50;2020;viikko;2021/03/08 13:03:50;2020-12-14
Nukleiinihappotutkimus;Koko Suomi;1421;51;2020;viikko;2021/03/08 13:03:50;2020-12-21
Nukleiinihappotutkimus;Koko Suomi;2282;52;2020;viikko;2021/03/08 13:03:50;2020-12-28
Nukleiinihappotutkimus;Koko Suomi;2516;53;2020;viikko;2021/03/08 13:03:50;NA
Vasta-ainetesti;Koko Suomi;39;1;2021;viikko;2021/03/08 13:03:50;2021-01-04
Vasta-ainetesti;Koko Suomi;71;2;2021;viikko;2021/03/08 13:03:50;2021-01-11
Vasta-ainetesti;Koko Suomi;49;3;2021;viikko;2021/03/08 13:03:50;2021-01-18
Vasta-ainetesti;Koko Suomi;44;4;2021;viikko;2021/03/08 13:03:50;2021-01-25
Vasta-ainetesti;Koko Suomi;57;5;2021;viikko;2021/03/08 13:03:50;2021-02-01
Vasta-ainetesti;Koko Suomi;34;6;2021;viikko;2021/03/08 13:03:50;2021-02-08
Vasta-ainetesti;Koko Suomi;52;7;2021;viikko;2021/03/08 13:03:50;2021-02-15
Vasta-ainetesti;Koko Suomi;37;8;2021;viikko;2021/03/08 13:03:50;2021-02-22
Vasta-ainetesti;Koko Suomi;59;9;2021;viikko;2021/03/08 13:03:50;2021-03-01
Vasta-ainetesti;Koko Suomi;29;19;2020;viikko;2021/03/08 13:03:50;2020-05-11
Vasta-ainetesti;Koko Suomi;124;20;2020;viikko;2021/03/08 13:03:50;2020-05-18
Vasta-ainetesti;Koko Suomi;241;21;2020;viikko;2021/03/08 13:03:50;2020-05-25
Vasta-ainetesti;Koko Suomi;279;22;2020;viikko;2021/03/08 13:03:50;2020-06-01
Vasta-ainetesti;Koko Suomi;630;23;2020;viikko;2021/03/08 13:03:50;2020-06-08
Vasta-ainetesti;Koko Suomi;277;24;2020;viikko;2021/03/08 13:03:50;2020-06-15
Vasta-ainetesti;Koko Suomi;155;25;2020;viikko;2021/03/08 13:03:50;2020-06-22
Vasta-ainetesti;Koko Suomi;212;26;2020;viikko;2021/03/08 13:03:50;2020-06-29
Vasta-ainetesti;Koko Suomi;278;27;2020;viikko;2021/03/08 13:03:50;2020-07-06
Vasta-ainetesti;Koko Suomi;316;28;2020;viikko;2021/03/08 13:03:50;2020-07-13
Vasta-ainetesti;Koko Suomi;119;29;2020;viikko;2021/03/08 13:03:50;2020-07-20
Vasta-ainetesti;Koko Suomi;384;30;2020;viikko;2021/03/08 13:03:50;2020-07-27
Vasta-ainetesti;Koko Suomi;94;31;2020;viikko;2021/03/08 13:03:50;2020-08-03
Vasta-ainetesti;Koko Suomi;102;32;2020;viikko;2021/03/08 13:03:50;2020-08-10
Vasta-ainetesti;Koko Suomi;113;33;2020;viikko;2021/03/08 13:03:50;2020-08-17
Vasta-ainetesti;Koko Suomi;89;34;2020;viikko;2021/03/08 13:03:50;2020-08-24
Vasta-ainetesti;Koko Suomi;92;35;2020;viikko;2021/03/08 13:03:50;2020-08-31
Vasta-ainetesti;Koko Suomi;90;36;2020;viikko;2021/03/08 13:03:50;2020-09-07
Vasta-ainetesti;Koko Suomi;87;37;2020;viikko;2021/03/08 13:03:50;2020-09-14
Vasta-ainetesti;Koko Suomi;94;38;2020;viikko;2021/03/08 13:03:50;2020-09-21
Vasta-ainetesti;Koko Suomi;65;39;2020;viikko;2021/03/08 13:03:50;2020-09-28
Vasta-ainetesti;Koko Suomi;50;40;2020;viikko;2021/03/08 13:03:50;2020-10-05
Vasta-ainetesti;Koko Suomi;74;41;2020;viikko;2021/03/08 13:03:50;2020-10-12
Vasta-ainetesti;Koko Suomi;64;42;2020;viikko;2021/03/08 13:03:50;2020-10-19
Vasta-ainetesti;Koko Suomi;58;43;2020;viikko;2021/03/08 13:03:50;2020-10-26
Vasta-ainetesti;Koko Suomi;62;44;2020;viikko;2021/03/08 13:03:50;2020-11-02
Vasta-ainetesti;Koko Suomi;67;45;2020;viikko;2021/03/08 13:03:50;2020-11-09
Vasta-ainetesti;Koko Suomi;39;46;2020;viikko;2021/03/08 13:03:50;2020-11-16
Vasta-ainetesti;Koko Suomi;48;47;2020;viikko;2021/03/08 13:03:50;2020-11-23
Vasta-ainetesti;Koko Suomi;33;48;2020;viikko;2021/03/08 13:03:50;2020-11-30
Vasta-ainetesti;Koko Suomi;41;49;2020;viikko;2021/03/08 13:03:50;2020-12-07
Vasta-ainetesti;Koko Suomi;51;50;2020;viikko;2021/03/08 13:03:50;2020-12-14
Vasta-ainetesti;Koko Suomi;38;51;2020;viikko;2021/03/08 13:03:50;2020-12-21
Vasta-ainetesti;Koko Suomi;38;52;2020;viikko;2021/03/08 13:03:50;2020-12-28
Vasta-ainetesti;Koko Suomi;54;53;2020;viikko;2021/03/08 13:03:50;NA
