"etuus";"vuosi";"kuukausi";"paiva";"alue";"variable";"val"
"Työttömyysturva";"2019";"1";"2019-01-01";"Etelä-Pohjanmaa";"uudet saajat";"214"
"Työttömyysturva";"2019";"1";"2019-01-01";"Etelä-Savo";"uudet saajat";"246"
"Työttömyysturva";"2019";"1";"2019-01-01";"Kainuu";"uudet saajat";"109"
"Työttömyysturva";"2019";"1";"2019-01-01";"Kanta-Häme";"uudet saajat";"229"
"Työttömyysturva";"2019";"1";"2019-01-01";"Keski-Pohjanmaa";"uudet saajat";"90"
"Työttömyysturva";"2019";"1";"2019-01-01";"Keski-Suomi";"uudet saajat";"508"
"Työttömyysturva";"2019";"1";"2019-01-01";"Kymenlaakso";"uudet saajat";"253"
"Työttömyysturva";"2019";"1";"2019-01-01";"Lappi";"uudet saajat";"248"
"Työttömyysturva";"2019";"1";"2019-01-01";"Pirkanmaa";"uudet saajat";"802"
"Työttömyysturva";"2019";"1";"2019-01-01";"Pohjanmaa";"uudet saajat";"202"
"Työttömyysturva";"2019";"1";"2019-01-01";"Pohjois-Karjala";"uudet saajat";"337"
"Työttömyysturva";"2019";"1";"2019-01-01";"Pohjois-Pohjanmaa";"uudet saajat";"672"
"Työttömyysturva";"2019";"1";"2019-01-01";"Pohjois-Savo";"uudet saajat";"406"
"Työttömyysturva";"2019";"1";"2019-01-01";"Päijät-Häme";"uudet saajat";"336"
"Työttömyysturva";"2019";"1";"2019-01-01";"Satakunta";"uudet saajat";"289"
"Työttömyysturva";"2019";"1";"2019-01-01";"Uusimaa";"uudet saajat";"2227"
"Työttömyysturva";"2019";"1";"2019-01-01";"Varsinais-Suomi";"uudet saajat";"715"
"Työttömyysturva";"2019";"2";"2019-02-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5140"
"Työttömyysturva";"2019";"2";"2019-02-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4806"
"Työttömyysturva";"2019";"2";"2019-02-01";"Etelä-Savo";"aiemmin tukea saaneet";"5199"
"Työttömyysturva";"2019";"2";"2019-02-01";"Kainuu";"aiemmin tukea saaneet";"2584"
"Työttömyysturva";"2019";"2";"2019-02-01";"Kanta-Häme";"aiemmin tukea saaneet";"6051"
"Työttömyysturva";"2019";"2";"2019-02-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"1968"
"Työttömyysturva";"2019";"2";"2019-02-01";"Keski-Suomi";"aiemmin tukea saaneet";"11589"
"Työttömyysturva";"2019";"2";"2019-02-01";"Kymenlaakso";"aiemmin tukea saaneet";"7613"
"Työttömyysturva";"2019";"2";"2019-02-01";"Lappi";"aiemmin tukea saaneet";"5585"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pirkanmaa";"aiemmin tukea saaneet";"20798"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjanmaa";"aiemmin tukea saaneet";"4907"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8206"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15448"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8645"
"Työttömyysturva";"2019";"2";"2019-02-01";"Päijät-Häme";"aiemmin tukea saaneet";"8979"
"Työttömyysturva";"2019";"2";"2019-02-01";"Satakunta";"aiemmin tukea saaneet";"7228"
"Työttömyysturva";"2019";"2";"2019-02-01";"Uusimaa";"aiemmin tukea saaneet";"61406"
"Työttömyysturva";"2019";"2";"2019-02-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"16643"
"Työttömyysturva";"2019";"2";"2019-02-01";"Etelä-Karjala";"uudet saajat";"194"
"Työttömyysturva";"2019";"2";"2019-02-01";"Etelä-Pohjanmaa";"uudet saajat";"272"
"Työttömyysturva";"2019";"2";"2019-02-01";"Etelä-Savo";"uudet saajat";"206"
"Työttömyysturva";"2019";"2";"2019-02-01";"Kainuu";"uudet saajat";"123"
"Työttömyysturva";"2019";"2";"2019-02-01";"Kanta-Häme";"uudet saajat";"259"
"Työttömyysturva";"2019";"2";"2019-02-01";"Keski-Pohjanmaa";"uudet saajat";"97"
"Työttömyysturva";"2019";"2";"2019-02-01";"Keski-Suomi";"uudet saajat";"426"
"Työttömyysturva";"2019";"2";"2019-02-01";"Kymenlaakso";"uudet saajat";"271"
"Työttömyysturva";"2019";"2";"2019-02-01";"Lappi";"uudet saajat";"233"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pirkanmaa";"uudet saajat";"893"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjanmaa";"uudet saajat";"210"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjois-Karjala";"uudet saajat";"248"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjois-Pohjanmaa";"uudet saajat";"654"
"Työttömyysturva";"2019";"2";"2019-02-01";"Pohjois-Savo";"uudet saajat";"356"
"Työttömyysturva";"2019";"2";"2019-02-01";"Päijät-Häme";"uudet saajat";"351"
"Työttömyysturva";"2019";"2";"2019-02-01";"Satakunta";"uudet saajat";"270"
"Työttömyysturva";"2019";"2";"2019-02-01";"Uusimaa";"uudet saajat";"2259"
"Työttömyysturva";"2019";"2";"2019-02-01";"Varsinais-Suomi";"uudet saajat";"660"
"Työttömyysturva";"2019";"3";"2019-03-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5250"
"Työttömyysturva";"2019";"3";"2019-03-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4934"
"Työttömyysturva";"2019";"3";"2019-03-01";"Etelä-Savo";"aiemmin tukea saaneet";"5364"
"Työttömyysturva";"2019";"3";"2019-03-01";"Kainuu";"aiemmin tukea saaneet";"2640"
"Työttömyysturva";"2019";"3";"2019-03-01";"Kanta-Häme";"aiemmin tukea saaneet";"6131"
"Työttömyysturva";"2019";"3";"2019-03-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2023"
"Työttömyysturva";"2019";"3";"2019-03-01";"Keski-Suomi";"aiemmin tukea saaneet";"11934"
"Työttömyysturva";"2019";"3";"2019-03-01";"Kymenlaakso";"aiemmin tukea saaneet";"7838"
"Työttömyysturva";"2019";"3";"2019-03-01";"Lappi";"aiemmin tukea saaneet";"5561"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pirkanmaa";"aiemmin tukea saaneet";"21390"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjanmaa";"aiemmin tukea saaneet";"5023"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8329"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15760"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8830"
"Työttömyysturva";"2019";"3";"2019-03-01";"Päijät-Häme";"aiemmin tukea saaneet";"9132"
"Työttömyysturva";"2019";"3";"2019-03-01";"Satakunta";"aiemmin tukea saaneet";"7344"
"Työttömyysturva";"2019";"3";"2019-03-01";"Uusimaa";"aiemmin tukea saaneet";"62567"
"Työttömyysturva";"2019";"3";"2019-03-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"17047"
"Työttömyysturva";"2019";"3";"2019-03-01";"Etelä-Karjala";"uudet saajat";"160"
"Työttömyysturva";"2019";"3";"2019-03-01";"Etelä-Pohjanmaa";"uudet saajat";"197"
"Työttömyysturva";"2019";"3";"2019-03-01";"Etelä-Savo";"uudet saajat";"169"
"Työttömyysturva";"2019";"3";"2019-03-01";"Kainuu";"uudet saajat";"95"
"Työttömyysturva";"2019";"3";"2019-03-01";"Kanta-Häme";"uudet saajat";"194"
"Työttömyysturva";"2019";"3";"2019-03-01";"Keski-Pohjanmaa";"uudet saajat";"71"
"Työttömyysturva";"2019";"3";"2019-03-01";"Keski-Suomi";"uudet saajat";"458"
"Työttömyysturva";"2019";"3";"2019-03-01";"Kymenlaakso";"uudet saajat";"223"
"Työttömyysturva";"2019";"3";"2019-03-01";"Lappi";"uudet saajat";"187"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pirkanmaa";"uudet saajat";"625"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjanmaa";"uudet saajat";"180"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjois-Karjala";"uudet saajat";"259"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjois-Pohjanmaa";"uudet saajat";"524"
"Työttömyysturva";"2019";"3";"2019-03-01";"Pohjois-Savo";"uudet saajat";"312"
"Työttömyysturva";"2019";"3";"2019-03-01";"Päijät-Häme";"uudet saajat";"297"
"Työttömyysturva";"2019";"3";"2019-03-01";"Satakunta";"uudet saajat";"264"
"Työttömyysturva";"2019";"3";"2019-03-01";"Uusimaa";"uudet saajat";"2155"
"Työttömyysturva";"2019";"3";"2019-03-01";"Varsinais-Suomi";"uudet saajat";"634"
"Työttömyysturva";"2019";"4";"2019-04-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5255"
"Työttömyysturva";"2019";"4";"2019-04-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4878"
"Työttömyysturva";"2019";"4";"2019-04-01";"Etelä-Savo";"aiemmin tukea saaneet";"5320"
"Työttömyysturva";"2019";"4";"2019-04-01";"Kainuu";"aiemmin tukea saaneet";"2621"
"Työttömyysturva";"2019";"4";"2019-04-01";"Kanta-Häme";"aiemmin tukea saaneet";"6018"
"Työttömyysturva";"2019";"4";"2019-04-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2000"
"Työttömyysturva";"2019";"4";"2019-04-01";"Keski-Suomi";"aiemmin tukea saaneet";"11915"
"Työttömyysturva";"2019";"4";"2019-04-01";"Kymenlaakso";"aiemmin tukea saaneet";"7880"
"Työttömyysturva";"2019";"4";"2019-04-01";"Lappi";"aiemmin tukea saaneet";"5514"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pirkanmaa";"aiemmin tukea saaneet";"21307"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjanmaa";"aiemmin tukea saaneet";"4957"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8327"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15574"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8791"
"Työttömyysturva";"2019";"4";"2019-04-01";"Päijät-Häme";"aiemmin tukea saaneet";"9171"
"Työttömyysturva";"2019";"4";"2019-04-01";"Satakunta";"aiemmin tukea saaneet";"7182"
"Työttömyysturva";"2019";"4";"2019-04-01";"Uusimaa";"aiemmin tukea saaneet";"62536"
"Työttömyysturva";"2019";"4";"2019-04-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"16579"
"Työttömyysturva";"2019";"4";"2019-04-01";"Etelä-Karjala";"uudet saajat";"165"
"Työttömyysturva";"2019";"4";"2019-04-01";"Etelä-Pohjanmaa";"uudet saajat";"194"
"Työttömyysturva";"2019";"4";"2019-04-01";"Etelä-Savo";"uudet saajat";"182"
"Työttömyysturva";"2019";"4";"2019-04-01";"Kainuu";"uudet saajat";"114"
"Työttömyysturva";"2019";"4";"2019-04-01";"Kanta-Häme";"uudet saajat";"216"
"Työttömyysturva";"2019";"4";"2019-04-01";"Keski-Pohjanmaa";"uudet saajat";"89"
"Työttömyysturva";"2019";"4";"2019-04-01";"Keski-Suomi";"uudet saajat";"407"
"Työttömyysturva";"2019";"4";"2019-04-01";"Kymenlaakso";"uudet saajat";"223"
"Työttömyysturva";"2019";"4";"2019-04-01";"Lappi";"uudet saajat";"221"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pirkanmaa";"uudet saajat";"625"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjanmaa";"uudet saajat";"150"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjois-Karjala";"uudet saajat";"283"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjois-Pohjanmaa";"uudet saajat";"629"
"Työttömyysturva";"2019";"4";"2019-04-01";"Pohjois-Savo";"uudet saajat";"300"
"Työttömyysturva";"2019";"4";"2019-04-01";"Päijät-Häme";"uudet saajat";"285"
"Työttömyysturva";"2019";"4";"2019-04-01";"Satakunta";"uudet saajat";"276"
"Työttömyysturva";"2019";"4";"2019-04-01";"Uusimaa";"uudet saajat";"2282"
"Työttömyysturva";"2019";"4";"2019-04-01";"Varsinais-Suomi";"uudet saajat";"566"
"Työttömyysturva";"2019";"5";"2019-05-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5226"
"Työttömyysturva";"2019";"5";"2019-05-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4864"
"Työttömyysturva";"2019";"5";"2019-05-01";"Etelä-Savo";"aiemmin tukea saaneet";"5266"
"Työttömyysturva";"2019";"5";"2019-05-01";"Kainuu";"aiemmin tukea saaneet";"2648"
"Työttömyysturva";"2019";"5";"2019-05-01";"Kanta-Häme";"aiemmin tukea saaneet";"6089"
"Työttömyysturva";"2019";"5";"2019-05-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2054"
"Työttömyysturva";"2019";"5";"2019-05-01";"Keski-Suomi";"aiemmin tukea saaneet";"12009"
"Työttömyysturva";"2019";"5";"2019-05-01";"Kymenlaakso";"aiemmin tukea saaneet";"7835"
"Työttömyysturva";"2019";"5";"2019-05-01";"Lappi";"aiemmin tukea saaneet";"5620"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pirkanmaa";"aiemmin tukea saaneet";"21659"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjanmaa";"aiemmin tukea saaneet";"4997"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8332"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15748"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8792"
"Työttömyysturva";"2019";"5";"2019-05-01";"Päijät-Häme";"aiemmin tukea saaneet";"9214"
"Työttömyysturva";"2019";"5";"2019-05-01";"Satakunta";"aiemmin tukea saaneet";"7302"
"Työttömyysturva";"2019";"5";"2019-05-01";"Uusimaa";"aiemmin tukea saaneet";"63131"
"Työttömyysturva";"2019";"5";"2019-05-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"16849"
"Työttömyysturva";"2019";"5";"2019-05-01";"Etelä-Karjala";"uudet saajat";"201"
"Työttömyysturva";"2019";"5";"2019-05-01";"Etelä-Pohjanmaa";"uudet saajat";"221"
"Työttömyysturva";"2019";"5";"2019-05-01";"Etelä-Savo";"uudet saajat";"173"
"Työttömyysturva";"2019";"5";"2019-05-01";"Kainuu";"uudet saajat";"79"
"Työttömyysturva";"2019";"5";"2019-05-01";"Kanta-Häme";"uudet saajat";"232"
"Työttömyysturva";"2019";"5";"2019-05-01";"Keski-Pohjanmaa";"uudet saajat";"94"
"Työttömyysturva";"2019";"5";"2019-05-01";"Keski-Suomi";"uudet saajat";"416"
"Työttömyysturva";"2019";"5";"2019-05-01";"Kymenlaakso";"uudet saajat";"230"
"Työttömyysturva";"2019";"5";"2019-05-01";"Lappi";"uudet saajat";"256"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pirkanmaa";"uudet saajat";"717"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjanmaa";"uudet saajat";"191"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjois-Karjala";"uudet saajat";"253"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjois-Pohjanmaa";"uudet saajat";"663"
"Työttömyysturva";"2019";"5";"2019-05-01";"Pohjois-Savo";"uudet saajat";"278"
"Työttömyysturva";"2019";"5";"2019-05-01";"Päijät-Häme";"uudet saajat";"307"
"Työttömyysturva";"2019";"5";"2019-05-01";"Satakunta";"uudet saajat";"315"
"Työttömyysturva";"2019";"5";"2019-05-01";"Uusimaa";"uudet saajat";"2159"
"Työttömyysturva";"2019";"5";"2019-05-01";"Varsinais-Suomi";"uudet saajat";"613"
"Työttömyysturva";"2019";"6";"2019-06-01";"Etelä-Karjala";"aiemmin tukea saaneet";"4855"
"Työttömyysturva";"2019";"6";"2019-06-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4564"
"Työttömyysturva";"2019";"6";"2019-06-01";"Etelä-Savo";"aiemmin tukea saaneet";"4960"
"Työttömyysturva";"2019";"6";"2019-06-01";"Kainuu";"aiemmin tukea saaneet";"2470"
"Työttömyysturva";"2019";"6";"2019-06-01";"Kanta-Häme";"aiemmin tukea saaneet";"5872"
"Työttömyysturva";"2019";"6";"2019-06-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"1913"
"Työttömyysturva";"2019";"6";"2019-06-01";"Keski-Suomi";"aiemmin tukea saaneet";"11449"
"Työttömyysturva";"2019";"6";"2019-06-01";"Kymenlaakso";"aiemmin tukea saaneet";"7350"
"Työttömyysturva";"2019";"6";"2019-06-01";"Lappi";"aiemmin tukea saaneet";"5426"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pirkanmaa";"aiemmin tukea saaneet";"20669"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjanmaa";"aiemmin tukea saaneet";"4709"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"7958"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"14928"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8320"
"Työttömyysturva";"2019";"6";"2019-06-01";"Päijät-Häme";"aiemmin tukea saaneet";"8680"
"Työttömyysturva";"2019";"6";"2019-06-01";"Satakunta";"aiemmin tukea saaneet";"6942"
"Työttömyysturva";"2019";"6";"2019-06-01";"Uusimaa";"aiemmin tukea saaneet";"60790"
"Työttömyysturva";"2019";"6";"2019-06-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"16099"
"Työttömyysturva";"2019";"6";"2019-06-01";"Etelä-Karjala";"uudet saajat";"148"
"Työttömyysturva";"2019";"6";"2019-06-01";"Etelä-Pohjanmaa";"uudet saajat";"181"
"Työttömyysturva";"2019";"6";"2019-06-01";"Etelä-Savo";"uudet saajat";"122"
"Työttömyysturva";"2019";"6";"2019-06-01";"Kainuu";"uudet saajat";"88"
"Työttömyysturva";"2019";"6";"2019-06-01";"Kanta-Häme";"uudet saajat";"168"
"Työttömyysturva";"2019";"6";"2019-06-01";"Keski-Pohjanmaa";"uudet saajat";"71"
"Työttömyysturva";"2019";"6";"2019-06-01";"Keski-Suomi";"uudet saajat";"384"
"Työttömyysturva";"2019";"6";"2019-06-01";"Kymenlaakso";"uudet saajat";"199"
"Työttömyysturva";"2019";"6";"2019-06-01";"Lappi";"uudet saajat";"243"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pirkanmaa";"uudet saajat";"590"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjanmaa";"uudet saajat";"162"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjois-Karjala";"uudet saajat";"234"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjois-Pohjanmaa";"uudet saajat";"609"
"Työttömyysturva";"2019";"6";"2019-06-01";"Pohjois-Savo";"uudet saajat";"267"
"Työttömyysturva";"2019";"6";"2019-06-01";"Päijät-Häme";"uudet saajat";"266"
"Työttömyysturva";"2019";"6";"2019-06-01";"Satakunta";"uudet saajat";"277"
"Työttömyysturva";"2019";"6";"2019-06-01";"Uusimaa";"uudet saajat";"1803"
"Työttömyysturva";"2019";"6";"2019-06-01";"Varsinais-Suomi";"uudet saajat";"557"
"Työttömyysturva";"2019";"7";"2019-07-01";"Etelä-Karjala";"aiemmin tukea saaneet";"4931"
"Työttömyysturva";"2019";"7";"2019-07-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4529"
"Työttömyysturva";"2019";"7";"2019-07-01";"Etelä-Savo";"aiemmin tukea saaneet";"4885"
"Työttömyysturva";"2019";"7";"2019-07-01";"Kainuu";"aiemmin tukea saaneet";"2485"
"Työttömyysturva";"2019";"7";"2019-07-01";"Kanta-Häme";"aiemmin tukea saaneet";"5866"
"Työttömyysturva";"2019";"7";"2019-07-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"1909"
"Työttömyysturva";"2019";"7";"2019-07-01";"Keski-Suomi";"aiemmin tukea saaneet";"11563"
"Työttömyysturva";"2019";"7";"2019-07-01";"Kymenlaakso";"aiemmin tukea saaneet";"7462"
"Työttömyysturva";"2019";"7";"2019-07-01";"Lappi";"aiemmin tukea saaneet";"5404"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pirkanmaa";"aiemmin tukea saaneet";"20896"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjanmaa";"aiemmin tukea saaneet";"4748"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8051"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15102"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8266"
"Työttömyysturva";"2019";"7";"2019-07-01";"Päijät-Häme";"aiemmin tukea saaneet";"8927"
"Työttömyysturva";"2019";"7";"2019-07-01";"Satakunta";"aiemmin tukea saaneet";"7004"
"Työttömyysturva";"2019";"7";"2019-07-01";"Uusimaa";"aiemmin tukea saaneet";"62001"
"Työttömyysturva";"2019";"7";"2019-07-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"16077"
"Työttömyysturva";"2019";"7";"2019-07-01";"Etelä-Karjala";"uudet saajat";"240"
"Työttömyysturva";"2019";"7";"2019-07-01";"Etelä-Pohjanmaa";"uudet saajat";"248"
"Työttömyysturva";"2019";"7";"2019-07-01";"Etelä-Savo";"uudet saajat";"255"
"Työttömyysturva";"2019";"7";"2019-07-01";"Kainuu";"uudet saajat";"120"
"Työttömyysturva";"2019";"7";"2019-07-01";"Kanta-Häme";"uudet saajat";"238"
"Työttömyysturva";"2019";"7";"2019-07-01";"Keski-Pohjanmaa";"uudet saajat";"109"
"Työttömyysturva";"2019";"7";"2019-07-01";"Keski-Suomi";"uudet saajat";"684"
"Työttömyysturva";"2019";"7";"2019-07-01";"Kymenlaakso";"uudet saajat";"309"
"Työttömyysturva";"2019";"7";"2019-07-01";"Lappi";"uudet saajat";"338"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pirkanmaa";"uudet saajat";"942"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjanmaa";"uudet saajat";"243"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjois-Karjala";"uudet saajat";"422"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjois-Pohjanmaa";"uudet saajat";"844"
"Työttömyysturva";"2019";"7";"2019-07-01";"Pohjois-Savo";"uudet saajat";"478"
"Työttömyysturva";"2019";"7";"2019-07-01";"Päijät-Häme";"uudet saajat";"335"
"Työttömyysturva";"2019";"7";"2019-07-01";"Satakunta";"uudet saajat";"400"
"Työttömyysturva";"2019";"7";"2019-07-01";"Uusimaa";"uudet saajat";"3014"
"Työttömyysturva";"2019";"7";"2019-07-01";"Varsinais-Suomi";"uudet saajat";"846"
"Työttömyysturva";"2019";"8";"2019-08-01";"Etelä-Karjala";"aiemmin tukea saaneet";"4946"
"Työttömyysturva";"2019";"8";"2019-08-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4598"
"Työttömyysturva";"2019";"8";"2019-08-01";"Etelä-Savo";"aiemmin tukea saaneet";"4921"
"Työttömyysturva";"2019";"8";"2019-08-01";"Kainuu";"aiemmin tukea saaneet";"2491"
"Työttömyysturva";"2019";"8";"2019-08-01";"Kanta-Häme";"aiemmin tukea saaneet";"5910"
"Työttömyysturva";"2019";"8";"2019-08-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"1906"
"Työttömyysturva";"2019";"8";"2019-08-01";"Keski-Suomi";"aiemmin tukea saaneet";"11658"
"Työttömyysturva";"2019";"8";"2019-08-01";"Kymenlaakso";"aiemmin tukea saaneet";"7413"
"Työttömyysturva";"2019";"8";"2019-08-01";"Lappi";"aiemmin tukea saaneet";"5404"
"Työttömyysturva";"2019";"8";"2019-08-01";"Pirkanmaa";"aiemmin tukea saaneet";"21134"
"Työttömyysturva";"2019";"8";"2019-08-01";"Pohjanmaa";"aiemmin tukea saaneet";"4802"
"Työttömyysturva";"2019";"8";"2019-08-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8130"
"Työttömyysturva";"2019";"8";"2019-08-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15145"
"Työttömyysturva";"2019";"8";"2019-08-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8363"
"Työttömyysturva";"2019";"8";"2019-08-01";"Päijät-Häme";"aiemmin tukea saaneet";"8911"
"Työttömyysturva";"2019";"8";"2019-08-01";"Satakunta";"aiemmin tukea saaneet";"7140"
"Työttömyysturva";"2019";"8";"2019-08-01";"Uusimaa";"aiemmin tukea saaneet";"63414"
"Työttömyysturva";"2019";"8";"2019-08-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"16401"
"Työttömyysturva";"2019";"8";"2019-08-01";"Etelä-Karjala";"uudet saajat";"236"
