code,values,class,name,description
alue,Brändö,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Eckerö,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Finström,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Föglö,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Geta,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Hammarland,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Jomala,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kumlinge,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kökar,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Lemland,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Lumparland,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Maarianhamina,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Saltvik,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Sottunga,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Sund,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Vårdö,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Imatra,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Lappeenranta,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Lemi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Luumäki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Parikkala,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Rautjärvi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Ruokolahti,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Savitaipale,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Taipalsaari,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Alajärvi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Alavus,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Evijärvi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Ilmajoki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Isojoki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Isokyrö,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Karijoki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kauhajoki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kauhava,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kuortane,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kurikka,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Lappajärvi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Lapua,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Seinäjoki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Soini,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Teuva,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Vimpeli,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Ähtäri,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Enonkoski,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Hirvensalmi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Juva,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kangasniemi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Mikkeli,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Mäntyharju,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Pertunmaa,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Pieksämäki,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Puumala,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Rantasalmi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Savonlinna,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Sulkava,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Hyrynsalmi,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kajaani,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
alue,Kuhmo,character,Alue,"Aluejako: Koko Suomi tai maakunta. Maakunta asiakkaan vakituisen asuinkunnan mukainen. Ahvenanmaa ei ole mukana tarkastelussa, koska Ahvenanmaan saaja- ja hakemusmäärät ovat tarkastelluissa etuuksissa selvästi muita maakuntia pienempiä. Perustoimeentulotuen toimeenpano Ahvenanmaan maakunnassa ei kuulu Kelan tehtäviin."
